GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000183161   11   22644079   22647387      2       1  65967       1.1906       0.1169
ENSG00000148935   11   22647188   22834601    359      24  65967      0.50758      0.30588
ENSG00000198168   11   22835345   22851845     20       3  65967     -0.36444      0.64223
ENSG00000255359   11   22868477   22881972     47       4  65967      0.39158      0.34768
ENSG00000187398   11   24518516   25104150   1883      68  65967       1.9532     0.025396
ENSG00000134343   11   26210829   26684835   2003      56  65967       1.3015     0.096542
ENSG00000169550   11   26580580   26593780     36       8  65967       1.8971     0.028909
ENSG00000148942   11   26688566   26744974    157      25  65967     -0.54862      0.70837
ENSG00000176971   11   27015628   27018630      2       1  65967    -0.034669      0.51383
ENSG00000129151   11   27062272   27149356    233      20  65967    -0.052137      0.52079
ENSG00000109881   11   27352374   27385415     64       9  65967      0.39167      0.34765
ENSG00000205213   11   27387508   27494322    162      20  65967      0.96728       0.1667
ENSG00000148943   11   27516123   27528320     10       2  65967     -0.10406      0.54144
ENSG00000176697   11   27676440   27743605     77       8  65967       2.5607    0.0052236
ENSG00000121621   11   28042167   28129855     75       7  65967       1.0988      0.13593
ENSG00000169519   11   28129795   28355054    231      12  65967       1.6619     0.048264
ENSG00000182255   11   30031288   30038570      8       3  65967      0.81717      0.20691
ENSG00000131808   11   30252563   30256808     12       2  65967      0.77295      0.21978
ENSG00000152219   11   30344598   30359774     36       6  65967       2.5748    0.0050152
ENSG00000066382   11   30406040   30608419    439      30  65967       2.6078     0.004556
ENSG00000170959   11   30851916   31391357    534      12  65967       1.0329      0.15082
ENSG00000170946   11   31391387   31453396     73       6  65967       2.1862     0.014402
ENSG00000148950   11   31453948   31531192     56       3  65967       2.3583    0.0091793
ENSG00000109911   11   31531297   31805546    257       6  65967        2.579    0.0049542
ENSG00000007372   11   31806340   31839509     38       5  65967      0.66585      0.25275
ENSG00000049449   11   31833939   32127301    555      46  65967    -0.078999      0.53148
ENSG00000184937   11   32409321   32457176    155      13  65967     -0.55438      0.71034
ENSG00000149100   11   32605344   32627808     53       9  65967       1.3294     0.091865
ENSG00000186714   11   32623792   32816204    463      19  65967      0.91854      0.17917
ENSG00000135378   11   32851489   32879669     69       9  65967     -0.84281      0.80033
ENSG00000060749   11   32914724   33014862     51       4  65967       1.6661     0.047843
ENSG00000121690   11   33037410   33055128     61       5  65967       1.0948      0.13679
ENSG00000176148   11   33060963   33127489    237      12  65967      0.22805       0.4098
ENSG00000176102   11   33098734   33183917    144       7  65967      -1.3231       0.9071
ENSG00000110422   11   33278218   33378569     99       8  65967     -0.43891      0.66963
ENSG00000110427   11   33563618   33695648    211      18  65967       1.1213      0.13109
ENSG00000205177   11   33719807   33722347      8       3  65967      -1.1411      0.87308
ENSG00000085063   11   33719807   33757991     93      13  65967     -0.82779      0.79611
ENSG00000110429   11   33762485   33796089     87      10  65967     -0.52676      0.70082
ENSG00000135363   11   33880122   33913836     68      11  65967      0.10386      0.45864
ENSG00000135387   11   34073230   34122703    105       2  65967       2.3564    0.0092268
ENSG00000135372   11   34127149   34169217     63       2  65967       2.3782     0.008699
ENSG00000166016   11   34172535   34379555    396      53  65967      0.03849      0.48465
ENSG00000121691   11   34460472   34493609     70       8  65967     -0.49217       0.6887
ENSG00000135374   11   34500340   34535352    114      11  65967      0.36079      0.35913
ENSG00000135373   11   34642640   34682604     71      15  65967      0.48393      0.31422
ENSG00000149089   11   34874641   34938046    289      11  65967      -1.8945      0.97092
ENSG00000110435   11   34937376   35042138    371      14  65967      -1.9142       0.9722
ENSG00000026508   11   35160417   35253949    234      37  65967     -0.67568      0.75038
ENSG00000110436   11   35272753   35441610    431      26  65967      -1.6128      0.94661
ENSG00000149090   11   35453370   35551848    267      23  65967      0.33673      0.36816
ENSG00000179431   11   35639735   35642419      1       1  65967      -1.2356       0.8917
ENSG00000166326   11   35684353   35829775    107      12  65967       1.4783     0.069663
ENSG00000179241   11   35965531   36253686    739      70  65967     -0.99497      0.84013
ENSG00000110442   11   36295051   36310999     65       7  65967       1.5164     0.064708
ENSG00000135362   11   36317838   36486754    499      41  65967      0.49905      0.30887
ENSG00000175104   11   36508577   36531822     22       2  65967       2.3306    0.0098873
ENSG00000166349   11   36532259   36614706    105      10  65967       2.4588    0.0069702
ENSG00000175097   11   36597124   36619829     42       4  65967       1.2281       0.1097
ENSG00000166352   11   36616051   36694823    197       5  65967      0.92456       0.1776
ENSG00000148948   11   40135753   41481323   2895     132  65967       1.2769      0.10082
ENSG00000166181   11   43333513   43366079     50      12  65967      0.68256      0.24744
ENSG00000052841   11   43380482   43516483    251      21  65967      0.50512      0.30674
ENSG00000149084   11   43577986   43878167    485      20  65967       1.2921     0.098163
ENSG00000166199   11   43902361   43941816    115      11  65967      0.19012      0.42461
ENSG00000187479   11   43946892   43965888     36       7  65967      0.86122      0.19456
ENSG00000205126   11   44069531   44081527     14       4  65967       1.0008      0.15847
ENSG00000110455   11   44087475   44105772     54      10  65967       1.0155      0.15492
ENSG00000151348   11   44117099   44266979    217      17  65967       1.9119     0.027946
ENSG00000052850   11   44281994   44331716    150      22  65967       1.1966      0.11572
ENSG00000085117   11   44585977   44641913    168      26  65967       1.1218      0.13097
ENSG00000157570   11   44748015   44953972    530      50  65967      0.38603      0.34974
ENSG00000175274   11   44907454   44972840    122      17  65967      0.33733      0.36793
ENSG00000019485   11   45115564   45247734    237      23  65967       2.0308     0.021136
ENSG00000019505   11   45261852   45307870     92       8  65967       3.5982   0.00016019
ENSG00000175264   11   45670427   45687172     38       5  65967       1.2003      0.11501
ENSG00000181830   11   45825623   45834566     28       8  65967       1.1726      0.12047
ENSG00000121671   11   45868669   45904798     56       9  65967       1.2269      0.10993
ENSG00000121653   11   45907202   45928016     14       5  65967       3.2739   0.00053032
ENSG00000121680   11   45931220   45940363     14       3  65967       3.0536    0.0011306
ENSG00000165905   11   45943172   45950647     11       3  65967       3.5387   0.00020103
ENSG00000135365   11   45950871   46142985    266      12  65967       2.8975    0.0018807
ENSG00000157613   11   46299212   46342972     48       7  65967       3.0873      0.00101
ENSG00000149091   11   46354455   46402104     32       5  65967       5.6896   6.3668e-09
ENSG00000110492   11   46402306   46405375      2       1  65967       5.3163   5.2947e-08
ENSG00000180720   11   46406640   46408107      1       1  65967       5.3427    4.578e-08
ENSG00000110497   11   46417964   46615675     91       4  65967        5.651   7.9738e-09
ENSG00000180423   11   46624411   46639459      7       1  65967       5.0271   2.4894e-07
ENSG00000175224   11   46638826   46696368     36       3  65967       5.5252   1.6457e-08
ENSG00000175220   11   46698630   46722165     19       5  65967        4.988   3.0507e-07
ENSG00000175213   11   46722368   46727462      5       2  65967       4.3271   7.5543e-06
ENSG00000180210   11   46740730   46761056     43       5  65967       4.1655   1.5532e-05
ENSG00000175216   11   46764598   46867847     98       8  65967       3.8756   5.3188e-05
ENSG00000134569   11   46878419   46940193     76       6  65967       3.7236   9.8219e-05
ENSG00000149179   11   46958240   47185936    202      11  65967       2.3349    0.0097747
ENSG00000149182   11   47185848   47198676     18       5  65967       2.9265     0.001714
ENSG00000165912   11   47199076   47207994     13       3  65967       1.4859     0.068649
ENSG00000134574   11   47236493   47260767     49       6  65967       1.0996      0.13575
ENSG00000134575   11   47260853   47270457     24       4  65967      0.65416       0.2565
ENSG00000025434   11   47269851   47290396     38       4  65967       0.4376      0.33084
ENSG00000110514   11   47290712   47351582    110      10  65967      0.95032      0.17098
ENSG00000134571   11   47352957   47374253     28       6  65967        2.077     0.018903
ENSG00000066336   11   47376411   47400127     46       4  65967       1.3806     0.083702
ENSG00000165915   11   47428683   47438047     18       4  65967       1.0529       0.1462
ENSG00000165916   11   47440320   47447993     13       3  65967      0.92313      0.17797
ENSG00000165917   11   47459308   47470730     30       4  65967      0.51177      0.30441
ENSG00000149187   11   47487496   47587121     73      10  65967      0.91922      0.17899
ENSG00000213619   11   47586888   47606114     13       4  65967       1.5459     0.061064
ENSG00000110536   11   47586982   47595013      6       2  65967       1.9332     0.026606
ENSG00000123444   11   47593749   47600567      2       1  65967        2.223     0.013108
